,URL_ID,URL,positive_score,negative_score,polarity_score,subjectivity_score,average_sentence_length,percentage_of_complex_words,fog_index,avg_word_per_sentence,complex_word_count,word_count,syllable_per_word,num_of_personal_pronouns,average_word_length
147,149,https://insights.blackcoffer.com/how-artificial-intelligence-can-deliver-real-value-to-companies/,38,35,0.065048055,0.065048055,8,0.434362934,3.373745174,18.10769231,225,518,2181,6,5.074105622
148,150,https://insights.blackcoffer.com/big-data-analytics-through-iot-in-oil-and-gas-industry/,37,50,0.017142845,0.017142845,11,0.402531646,4.561012658,22.01408451,318,790,2931,2,5.307692308
149,151,https://insights.blackcoffer.com/how-big-data-and-analytics-is-helping-marketing-leaders/,33,11,0.197522059,0.197522059,8,0.475915222,3.390366089,17.72307692,247,519,2176,4,5.219618056
150,152,https://insights.blackcoffer.com/what-analytics-outsourcing-engagement-model-is-right-for-you/,33,5,0.107934103,0.107934103,11,0.434298441,4.573719376,19.80434783,195,449,1736,0,5.41611479
151,153,https://insights.blackcoffer.com/big-data-analytics-solving-problems-banking-and-finance-industry/,17,16,0.062929159,0.062929159,8,0.459057072,3.383622829,18.54901961,185,403,1716,3,5.038095238
152,154,https://insights.blackcoffer.com/analytics-healthcare-industry/,45,26,0.177024362,0.177024362,10,0.444444444,4.177777778,19.87755102,216,486,1953,1,5.413580247
153,155,https://insights.blackcoffer.com/business-analytics-textile-industry/,33,6,0.159199662,0.159199662,16,0.434108527,6.573643411,35.75,224,516,2131,2,5.215411559
154,156,https://insights.blackcoffer.com/big-data-marketing-reality/,20,12,0.133727535,0.133727535,10,0.382488479,4.152995392,20.63829787,166,434,1761,1,5.086866598
155,157,https://insights.blackcoffer.com/understanding-millennial-market/,19,14,0.129413278,0.129413278,12,0.370786517,4.948314607,23.58333333,99,267,1029,2,5.23539823
156,158,https://insights.blackcoffer.com/analytics-helping-fashion-e-tailers-develop-markets-developing-countries/,19,2,0.154475881,0.154475881,10,0.414492754,4.165797101,19.38888889,143,345,1324,1,5.116212339
157,159,https://insights.blackcoffer.com/big-data-analytics-change-healthcare-developing-countries/,40,8,0.120548715,0.120548715,14,0.391089109,5.756435644,26.96551724,158,404,1532,0,5.490396927
158,160,https://insights.blackcoffer.com/big-data-analytics-help-voters-know-political-leaders/,15,3,0.091941964,0.091941964,11,0.380804954,4.552321981,26.03333333,123,323,1330,0,4.803846154
159,161,https://insights.blackcoffer.com/digital-transformation-oil-gas/,21,20,0.053870215,0.053870215,14,0.489425982,5.795770393,26.32,162,331,1250,1,5.309923664
160,162,https://insights.blackcoffer.com/data-analytics-reduce-cost-production/,23,6,0.154780337,0.154780337,16,0.397468354,6.558987342,33.54166667,157,395,1447,0,5.002484472
161,163,https://insights.blackcoffer.com/gaining-insights-internal-data-retail/,17,3,0.126559312,0.126559312,13,0.468646865,5.387458746,23.33333333,142,303,1135,0,5.541071429
162,164,https://insights.blackcoffer.com/role-big-data-cyber-security/,29,25,0.117446366,0.117446366,15,0.51653944,6.206615776,26.66666667,203,393,1568,0,5.805555556
163,165,https://insights.blackcoffer.com/role-big-data-healthcare/,46,56,0.100935252,0.100935252,11,0.44,4.576,20.69642857,275,625,2364,0,5.614853195
164,166,https://insights.blackcoffer.com/data-driven-dashboards/,22,8,0.125986266,0.125986266,9,0.337078652,3.734831461,19.78571429,120,356,1505,0,5.093975904
165,167,https://insights.blackcoffer.com/role-big-data-academia/,29,18,0.133644248,0.133644248,9,0.361934477,3.744773791,19.68,232,641,2705,15,5.075458872
166,168,https://insights.blackcoffer.com/sales-forecasting-in-retail/,30,19,0.102482603,0.102482603,12,0.412765957,4.965106383,21.88095238,194,470,1802,0,5.483060109
167,169,https://insights.blackcoffer.com/detect-data-exfiltration-over-the-network/,16,45,0.050360485,0.050360485,10,0.425373134,4.170149254,16.71929825,228,536,1916,6,5.470526316
168,170,https://insights.blackcoffer.com/data-exfiltration/,4,6,0.057445302,0.057445302,8,0.424107143,3.369642857,19.31034483,95,224,989,11,4.790322581
169,171,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,23,13,0.06537518,0.06537518,14,0.341736695,5.736694678,29.30769231,122,357,1360,1,5.144356955
